


   t (Gyr) =  0.001
-----------------------------------------------------------------------------------------
    M/Ms	Teff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
  0.2000  3293.   -2.31   5.06  15.14  0.0000  0.0000       8.648       8.114       7.845
  0.2500  3378.   -2.11   5.01  18.08  0.0000  0.0000       8.175       7.632       7.370
  0.3000  3436.   -1.95   4.96  20.93  0.0000  0.0000       7.798       7.243       6.987
  0.3500  3475.   -1.83   4.92  23.59  0.0000  0.0000       7.498       6.933       6.681
  0.4000  3523.   -1.71   4.89  26.29  0.0000  0.0000       7.216       6.639       6.392
  0.4500  3583.   -1.59   4.84  29.26  0.0000  0.0000       6.927       6.333       6.092
  0.5000  3651.   -1.46   4.79  32.67  0.0000  0.0000       6.623       6.007       5.776
  0.5700  3810.   -1.26   4.72  37.81  0.0000  0.0000       6.163       5.499       5.295
  0.6000  3900.   -1.17   4.70  40.04  0.0000  0.0000       5.959       5.272       5.085
  0.6200  3968.   -1.11   4.68  41.51  0.0000  0.0000       5.826       5.129       4.952
  0.7000  4257.   -0.86   4.61  47.74  0.0000  0.0000       5.336       4.678       4.518
  0.7500  4483.   -0.71   4.58  51.42  0.0000  0.0057       5.014       4.398       4.263
  0.8000  4682.   -0.56   4.53  55.94  0.0000  0.0984       5.014       4.398       4.263
  0.8500  4881.   -0.41   4.48  61.15  0.0000  0.3120       5.014       4.398       4.263
  0.9000  5091.   -0.26   4.42  67.02  0.0000  0.5260       4.064       3.617       3.521
  0.9500  5281.   -0.10   4.35  74.73  0.0000  0.6850       3.731       3.327       3.239
  1.0000  5439.    0.06   4.26  85.06  0.0000  0.7890       3.374       3.005       2.923
  1.0500  5518.    0.22   4.16  98.66  0.0000  0.8560       3.018       2.664       2.585
-----------------------------------------------------------------------------------------



   t (Gyr) =  8.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0020   108.   -8.88   3.70   7.23  1.0000  1.0000      38.961      34.327      56.825
  0.0030   136.   -8.48   3.88   7.28  1.0000  1.0000      35.364      32.083      51.718
  0.0040   162.   -8.18   4.00   7.26  1.0000  1.0000      32.100      29.880      46.965
  0.0050   187.   -7.94   4.11   7.22  1.0000  1.0000      28.832      27.957      42.575
  0.0060   209.   -7.75   4.19   7.16  1.0000  1.0000      26.552      26.669      39.403
  0.0070   230.   -7.59   4.26   7.10  1.0000  1.0000      25.554      26.028      37.654
  0.0080   249.   -7.46   4.33   7.05  1.0000  1.0000      24.701      25.384      36.052
  0.0090   267.   -7.35   4.39   6.99  1.0000  1.0000      23.990      24.771      34.630
  0.0100   282.   -7.25   4.44   6.94  0.9800  1.0000      23.391      24.190      33.357
  0.0120   314.   -7.08   4.53   6.85  0.3285  1.0000      22.421      23.109      31.091
  0.0150   353.   -6.89   4.65   6.71  0.0000  1.0000      21.495      22.065      28.751
  0.0200   414.   -6.64   4.80   6.51  0.0000  1.0000      20.327      20.703      25.442
  0.0300   536.   -6.24   5.02   6.14  0.0000  1.0000      19.052      19.008      21.498
  0.0400   668.   -5.91   5.19   5.83  0.0000  1.0000      17.777      17.805      19.119
  0.0500   818.   -5.60   5.33   5.57  0.0000  0.9420      16.653      16.737      17.291
  0.0600   995.   -5.29   5.44   5.37  0.0000  0.0000      15.631      15.760      15.833
  0.0700  1366.   -4.72   5.49   5.47  0.0000  0.0000      14.059      14.068      13.865
  0.0720  1602.   -4.41   5.47   5.67  0.0000  0.0000      13.294      13.181      13.057
  0.0750  1997.   -3.95   5.41   6.19  0.0000  0.0000      12.254      11.899      11.722
  0.0800  2321.   -3.60   5.35   6.86  0.0000  0.0000      11.477      11.036      10.757
  0.0900  2624.   -3.27   5.29   7.84  0.0000  0.0000      10.783      10.299      10.000
  0.1000  2785.   -3.08   5.25   8.67  0.0000  0.0000      10.379       9.878       9.583
  0.1100  2921.   -2.93   5.22   9.40  0.0000  0.0000      10.058       9.547       9.258
  0.1300  3056.   -2.73   5.17  10.81  0.0000  0.0000       9.620       9.101       8.816
  0.1500  3152.   -2.58   5.13  12.11  0.0000  0.0000       9.280       8.755       8.474
  0.1750  3237.   -2.43   5.10  13.65  0.0000  0.0000       8.931       8.402       8.128
  0.2000  3293.   -2.31   5.06  15.17  0.0000  0.0000       8.643       8.109       7.840
  0.2500  3378.   -2.11   5.00  18.15  0.0000  0.0000       8.166       7.623       7.361
  0.3000  3436.   -1.95   4.96  21.00  0.0000  0.0000       7.790       7.235       6.979
  0.3500  3475.   -1.83   4.92  23.68  0.0000  0.0000       7.490       6.926       6.673
  0.4000  3523.   -1.71   4.88  26.33  0.0000  0.0000       7.212       6.635       6.388
  0.4500  3583.   -1.59   4.84  29.30  0.0000  0.0000       6.923       6.329       6.088
  0.5000  3652.   -1.46   4.79  32.74  0.0000  0.0000       6.618       6.002       5.771
  0.5700  3812.   -1.26   4.72  37.91  0.0000  0.0000       6.155       5.490       5.286
  0.6000  3905.   -1.16   4.69  40.15  0.0000  0.0000       5.950       5.262       5.075
  0.6200  3973.   -1.10   4.68  41.64  0.0000  0.0000       5.816       5.118       4.941
  0.7000  4266.   -0.86   4.61  47.95  0.0000  0.0000       5.320       4.662       4.504
  0.7500  4495.   -0.70   4.57  51.76  0.0000  0.0049       4.992       4.379       4.245
  0.8000  4696.   -0.55   4.52  56.50  0.0000  0.0954       4.992       4.379       4.245
  0.8500  4901.   -0.39   4.47  62.02  0.0000  0.3110       4.992       4.379       4.245
  0.9000  5116.   -0.23   4.41  68.41  0.0000  0.5260       4.007       3.566       3.470
  0.9500  5304.   -0.06   4.32  77.45  0.0000  0.6850       3.642       3.244       3.156
  1.0000  5433.    0.11   4.21  89.97  0.0000  0.7890       3.256       2.886       2.803
-----------------------------------------------------------------------------------------



   t (Gyr) =  9.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0020   103.   -8.96   3.71   7.22  1.0000  1.0000      39.591      34.752      57.714
  0.0030   130.   -8.56   3.88   7.26  1.0000  1.0000      36.122      32.611      52.802
  0.0040   155.   -8.26   4.00   7.25  1.0000  1.0000      33.013      30.537      48.291
  0.0050   179.   -8.02   4.11   7.20  1.0000  1.0000      29.886      28.691      44.083
  0.0060   201.   -7.82   4.19   7.14  1.0000  1.0000      26.957      27.044      40.211
  0.0070   221.   -7.66   4.27   7.08  1.0000  1.0000      25.947      26.416      38.465
  0.0080   240.   -7.52   4.33   7.03  1.0000  1.0000      25.101      25.800      36.900
  0.0090   257.   -7.41   4.39   6.97  1.0000  1.0000      24.377      25.195      35.473
  0.0100   273.   -7.31   4.44   6.92  0.9800  1.0000      23.762      24.616      34.187
  0.0120   302.   -7.15   4.53   6.83  0.3285  1.0000      22.723      23.480      31.894
  0.0150   341.   -6.96   4.65   6.69  0.0000  1.0000      21.789      22.428      29.557
  0.0200   400.   -6.71   4.80   6.48  0.0000  1.0000      20.518      20.980      26.049
  0.0300   519.   -6.31   5.03   6.12  0.0000  1.0000      19.265      19.229      21.935
  0.0400   650.   -5.96   5.20   5.81  0.0000  1.0000      17.978      17.987      19.428
  0.0500   795.   -5.65   5.33   5.54  0.0000  0.9420      16.831      16.911      17.564
  0.0600   966.   -5.34   5.45   5.34  0.0000  0.0000      15.813      15.942      16.090
  0.0700  1325.   -4.78   5.50   5.43  0.0000  0.0000      14.212      14.232      14.024
  0.0720  1578.   -4.44   5.48   5.64  0.0000  0.0000      13.370      13.270      13.139
  0.0750  1997.   -3.95   5.41   6.19  0.0000  0.0000      12.256      11.901      11.724
  0.0800  2322.   -3.60   5.35   6.86  0.0000  0.0000      11.477      11.036      10.756
  0.0900  2624.   -3.27   5.29   7.84  0.0000  0.0000      10.782      10.299      10.000
  0.1000  2786.   -3.08   5.25   8.67  0.0000  0.0000      10.378       9.878       9.582
  0.1100  2922.   -2.93   5.22   9.40  0.0000  0.0000      10.058       9.547       9.257
  0.1300  3056.   -2.73   5.17  10.82  0.0000  0.0000       9.619       9.101       8.815
  0.1500  3152.   -2.58   5.13  12.12  0.0000  0.0000       9.278       8.754       8.472
  0.1750  3237.   -2.43   5.09  13.67  0.0000  0.0000       8.929       8.399       8.125
  0.2000  3294.   -2.30   5.06  15.20  0.0000  0.0000       8.638       8.105       7.836
  0.2500  3378.   -2.10   5.00  18.21  0.0000  0.0000       8.159       7.616       7.354
  0.3000  3436.   -1.95   4.95  21.07  0.0000  0.0000       7.783       7.228       6.972
  0.3500  3475.   -1.82   4.92  23.74  0.0000  0.0000       7.484       6.919       6.667
  0.4000  3523.   -1.71   4.88  26.37  0.0000  0.0000       7.209       6.632       6.384
  0.4500  3584.   -1.59   4.84  29.34  0.0000  0.0000       6.919       6.325       6.084
  0.5000  3653.   -1.46   4.79  32.79  0.0000  0.0000       6.613       5.996       5.765
  0.5700  3816.   -1.25   4.72  37.99  0.0000  0.0000       6.147       5.481       5.278
  0.6000  3909.   -1.16   4.69  40.25  0.0000  0.0000       5.941       5.252       5.066
  0.6200  3977.   -1.10   4.67  41.77  0.0000  0.0000       5.805       5.106       4.931
  0.7000  4275.   -0.85   4.60  48.18  0.0000  0.0000       5.303       4.646       4.489
  0.7500  4507.   -0.69   4.56  52.11  0.0000  0.0044       4.969       4.359       4.226
  0.8000  4710.   -0.53   4.51  57.08  0.0000  0.0935       4.969       4.359       4.226
  0.8500  4922.   -0.37   4.45  62.91  0.0000  0.3110       4.969       4.359       4.226
  0.9000  5142.   -0.20   4.39  70.09  0.0000  0.5260       3.941       3.506       3.411
  0.9500  5321.   -0.02   4.28  80.97  0.0000  0.6850       3.538       3.143       3.057
  1.0000  5398.    0.16   4.15  96.71  0.0000  0.7890       3.117       2.739       2.656
-----------------------------------------------------------------------------------------



   t (Gyr) = 10.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0030   125.   -8.63   3.88   7.25  1.0000  1.0000      36.790      33.077      53.759
  0.0040   149.   -8.33   4.01   7.23  1.0000  1.0000      33.772      31.083      49.392
  0.0050   172.   -8.09   4.11   7.18  1.0000  1.0000      30.793      29.324      45.379
  0.0060   193.   -7.89   4.20   7.13  1.0000  1.0000      27.876      27.674      41.526
  0.0070   213.   -7.72   4.27   7.07  1.0000  1.0000      26.307      26.771      39.208
  0.0080   232.   -7.58   4.33   7.01  1.0000  1.0000      25.445      26.161      37.633
  0.0090   249.   -7.47   4.39   6.95  1.0000  1.0000      24.724      25.577      36.232
  0.0100   265.   -7.37   4.44   6.90  0.9800  1.0000      24.098      25.002      34.939
  0.0120   293.   -7.20   4.54   6.81  0.3285  1.0000      23.035      23.855      32.620
  0.0150   330.   -7.02   4.65   6.67  0.0000  1.0000      22.052      22.753      30.280
  0.0200   389.   -6.76   4.80   6.47  0.0000  1.0000      20.770      21.292      26.773
  0.0300   504.   -6.36   5.03   6.10  0.0000  1.0000      19.444      19.415      22.303
  0.0400   634.   -6.00   5.20   5.79  0.0000  1.0000      18.160      18.152      19.708
  0.0500   776.   -5.69   5.34   5.52  0.0000  0.9420      16.989      17.067      17.816
  0.0600   941.   -5.39   5.45   5.31  0.0000  0.0000      15.972      16.100      16.313
  0.0700  1289.   -4.83   5.50   5.40  0.0000  0.0000      14.349      14.381      14.174
  0.0720  1556.   -4.47   5.48   5.62  0.0000  0.0000      13.439      13.351      13.213
  0.0750  1997.   -3.95   5.41   6.19  0.0000  0.0000      12.256      11.901      11.724
  0.0800  2322.   -3.60   5.35   6.87  0.0000  0.0000      11.476      11.035      10.755
  0.0900  2624.   -3.27   5.29   7.84  0.0000  0.0000      10.782      10.298       9.999
  0.1000  2786.   -3.08   5.25   8.67  0.0000  0.0000      10.378       9.877       9.582
  0.1100  2922.   -2.93   5.22   9.40  0.0000  0.0000      10.057       9.546       9.257
  0.1300  3056.   -2.73   5.17  10.81  0.0000  0.0000       9.619       9.100       8.814
  0.1500  3153.   -2.58   5.13  12.12  0.0000  0.0000       9.277       8.752       8.471
  0.1750  3237.   -2.43   5.09  13.68  0.0000  0.0000       8.926       8.396       8.122
  0.2000  3295.   -2.30   5.06  15.23  0.0000  0.0000       8.633       8.100       7.831
  0.2500  3378.   -2.10   5.00  18.26  0.0000  0.0000       8.152       7.609       7.347
  0.3000  3436.   -1.94   4.95  21.13  0.0000  0.0000       7.777       7.222       6.966
  0.3500  3475.   -1.82   4.91  23.80  0.0000  0.0000       7.480       6.914       6.662
  0.4000  3524.   -1.71   4.88  26.40  0.0000  0.0000       7.206       6.628       6.381
  0.4500  3584.   -1.58   4.84  29.39  0.0000  0.0000       6.915       6.320       6.080
  0.5000  3654.   -1.45   4.79  32.85  0.0000  0.0000       6.608       5.990       5.760
  0.5700  3819.   -1.25   4.72  38.07  0.0000  0.0000       6.140       5.472       5.270
  0.6000  3914.   -1.16   4.69  40.36  0.0000  0.0000       5.931       5.242       5.056
  0.6200  3982.   -1.09   4.67  41.90  0.0000  0.0000       5.795       5.095       4.920
  0.7000  4284.   -0.84   4.60  48.41  0.0000  0.0000       5.286       4.630       4.474
  0.7500  4520.   -0.68   4.56  52.46  0.0000  0.0038       4.946       4.339       4.208
  0.8000  4725.   -0.52   4.50  57.70  0.0000  0.0916       4.946       4.339       4.208
  0.8500  4945.   -0.35   4.44  63.92  0.0000  0.3100       4.946       4.339       4.208
  0.9000  5165.   -0.17   4.36  72.11  0.0000  0.5260       3.867       3.437       3.344
  0.9500  5322.    0.03   4.24  85.06  0.0000  0.6850       3.431       3.037       2.950
-----------------------------------------------------------------------------------------



   t (Gyr) = 12.000
-----------------------------------------------------------------------------------------
    M/MsTeff(K)    L/Ls  lg(g)  R(Gcm       D      Li           J           H           K
-----------------------------------------------------------------------------------------
  0.0030   117.   -8.75   3.88   7.23  1.0000  1.0000      37.863      33.827      55.296
  0.0040   139.   -8.45   4.01   7.21  1.0000  1.0000      35.036      31.990      51.225
  0.0050   160.   -8.21   4.11   7.16  1.0000  1.0000      32.263      30.346      47.478
  0.0060   181.   -8.01   4.20   7.10  1.0000  1.0000      29.550      28.808      43.886
  0.0080   218.   -7.70   4.34   6.98  1.0000  1.0000      26.056      26.802      38.935
  0.0090   235.   -7.57   4.40   6.92  1.0000  1.0000      25.316      26.232      37.530
  0.0100   251.   -7.47   4.45   6.87  0.9800  1.0000      24.674      25.670      36.234
  0.0120   279.   -7.29   4.54   6.78  0.3285  1.0000      23.594      24.524      33.889
  0.0150   311.   -7.12   4.65   6.64  0.0000  1.0000      22.496      23.300      31.502
  0.0200   370.   -6.85   4.81   6.44  0.0000  1.0000      21.207      21.833      28.029
  0.0300   484.   -6.43   5.03   6.07  0.0000  1.0000      19.702      19.792      23.100
  0.0400   608.   -6.08   5.21   5.75  0.0000  1.0000      18.464      18.428      20.176
  0.0500   744.   -5.78   5.34   5.48  0.0000  0.9420      17.272      17.346      18.268
  0.0600   897.   -5.49   5.46   5.26  0.0000  0.0000      16.254      16.380      16.712
  0.0700  1236.   -4.91   5.51   5.34  0.0000  0.0000      14.570      14.633      14.446
  0.0720  1520.   -4.52   5.49   5.58  0.0000  0.0000      13.552      13.484      13.333
